date,content,reply_count,retweet_count,like_count,quote_count,hashtags,emojis
2022-05-19,"Katie Burke understands if you’re still feeling nervous – “there’s a chance that this is creepy.” But @NicolaRosa is here to quell your nerves: The #metaverse can change the rules of work, he says, and disassociate your career potential with where you are on the planet. 🌏",0,1,8,0,['metaverse'],🌏
2022-05-19,Cyberspace and mixed reality have been deemed “creepy” in the past. But what’s your reaction to the #metaverse today?,2,1,7,0,['metaverse'],
2022-05-19,"Everybody is talking about the #metaverse. But what exactly is it? And what does it mean for business? 🤔
 
Our experts Katie Burke and @NicolaRosa break it all down. ⬇️ https://t.co/wYe4jBbdHK",1,9,47,3,['metaverse'],🤔⬇
2022-05-19,"When @Swisscom was recognized as the most sustainable #telco company in the world in 2020, high standards were set for the rest of the industry. Now, they're raising the bar again, and we’re helping on their journey to Net Zero emissions: https://t.co/BNjrzts0zx #Sustainability https://t.co/jgt3OEpMjG",0,3,9,1,"['telco', 'Sustainability']",
2022-05-19,There are over one billion people with disabilities worldwide and 75% of these disabilities are invisible. #Accessibility is about making our content available to as many people as possible. Turn on your audio to hear for yourself. https://t.co/AWvjswe9y8 #GAAD #A11Y https://t.co/ZcKfeiBjop,1,8,30,2,"['Accessibility', 'GAAD', 'A11Y']",
2022-05-18,"Challenging times require responsible leaders to make choices that create value for all stakeholders. 

Join us at #WEF22 in Davos as we address the key issues with industry experts and business decision-makers: https://t.co/Y6CgV93G2m https://t.co/TnRInckB9K",2,2,31,1,['WEF22'],
2022-05-18,"We're partnering with community colleges, nonprofits and tech academies to hire the next generation of talent. In the US, we plan to hire 20% of our entry level joiners this year from our apprenticeship program. https://t.co/g267tHDEWb @3BLMedia #BestCorporateCitizen https://t.co/EbDmPsvwNM",1,3,28,2,['BestCorporateCitizen'],
2022-05-18,"New pod, new guests, new topics. On this episode of #BuiltForChange, we share:

💬 the skills it takes to be a modern CEO
🥇 how to recruit (and retain) top talent
☁️ why cloud is way more than an IT project

Tune in: https://t.co/t18m93mHFb",2,0,17,2,['BuiltForChange'],💬🥇☁
2022-05-18,The #aviation industry has committed to becoming a net-zero sector by 2050. How will they meet this ambitious goal? These 11 technologies will play a critical role: https://t.co/vkxp9M9sg7 #Sustainability https://t.co/9qwlVnYrgk,0,1,16,2,"['aviation', 'Sustainability']",
2022-05-18,"Consumers use #telecommunications services every single day. If Telcos commit to embedding #sustainability into every aspect of their business, they have the ability to change the world’s consumption habits. 🌎 https://t.co/6m9Q3aIc9s https://t.co/N6DmksrJl2",0,1,14,0,"['telecommunications', 'sustainability']",🌎
2022-05-17,The #aerospace industry is embracing a new sustainability agenda; reassessing everything from product design to recycling end-of life assets. Here’s 3 ways aerospace and defense companies can embed #sustainability into their value chain: https://t.co/ujwMmXrIXd https://t.co/j4baJuWqE5,0,2,18,0,"['aerospace', 'sustainability']",
2022-05-17,"The mental, emotional and physical toll of hiding your authentic self can be staggering. That’s why we honor #IDAHOTB and support the LGBTIQ+ community to live visibly and authentically. Follow the thread to hear from our people and share your story #PrideAtAccenture #IDAHOT https://t.co/AkCa7OOw1D",2,5,21,1,"['IDAHOTB', 'PrideAtAccenture', 'IDAHOT']",
2022-05-16,"When this global fast-food chain put data-based decisions into employees’ hands, they tapped into unexpected value for their customers and created a #RadicallyHuman experience: https://t.co/Jq4sFIAQsW https://t.co/KtmW3s6trO",1,0,15,0,['RadicallyHuman'],
2022-05-16,Telecommunications companies have the power to completely transform the industry while meeting bold environmental goals. Here’s how #telcos can embrace the role of #sustainability steward: https://t.co/Y1RJAnGyo7 https://t.co/Eoqj8NzrWW,0,4,26,0,"['telcos', 'sustainability']",
2022-05-13,"Supply chain volatility is here to stay. To weather the next shock, High Tech organizations must start their #DigitalTransformation journey today. Here’s how: https://t.co/qqmFiYstzK #SupplyChain https://t.co/lGpz23CJNt",1,2,21,0,"['DigitalTransformation', 'SupplyChain']",
2022-05-13,Small and medium businesses have undergone rapid digitization in order to survive the pandemic. The accelerated changes have also presented an opportunity for enterprises and SMBs to rethink how they work together. Learn more: https://t.co/MT4eLGc7Wy #DigitalTransformation #SMB https://t.co/0WwRKmmpOD,0,2,15,0,"['DigitalTransformation', 'SMB']",
2022-05-13,How do we move from ‘always on’ to being ‘omni-connected’ so that people and businesses can thrive? Join our #WEF22 live panel to hear how our relationship with work is evolving. RSVP: https://t.co/PtTvYGOrVp https://t.co/NSFuyNNoVD,0,3,23,0,['WEF22'],
2022-05-12,🌏 💜 From A to Z our work is making a positive impact on the world. Read our people’s inspiring stories and learn how you can join our team: https://t.co/5b65mzx21M #CareersAZ https://t.co/KWDGr1Q7ii,0,1,17,0,['CareersAZ'],🌏💜
2022-05-12,Small and medium business—representing over 90% of businesses and 55% of GDP in developed economies—are a key market for software and platform companies. Enterprises must understand the #SMB landscape to help them succeed: https://t.co/D3bXf5Q74V https://t.co/wX0F1oFeBi,0,1,12,0,['SMB'],
2022-05-12,"Join us live at #WEF22 to discuss the role CMOs can play in creating more responsible and sustainable organizations that listen and respond to their stakeholders. 

RSVP to get notified when we go live: https://t.co/HaO6p2kEp0 https://t.co/f1bhYUSsbR",0,1,16,0,['WEF22'],
2022-05-11,"With our long-time partner @RedHat, we're co-developing solutions in:

✅ Automation
✅ Edge Computing
✅ Sovereign Cloud
✅ Open hybrid cloud application and mainframe modernization

Get your business where it needs to be—in the #cloud. ☁️",0,2,20,0,['cloud'],✅✅✅✅☁
2022-05-11,Unpredictable events are predictable only in their ability to disrupt. Here’s 4 steps High Tech organizations can take to navigate the #SupplyChain disruptions that have become a fact of life. https://t.co/jkWbOvY5a1 https://t.co/mC5cCQO5N0,0,2,17,0,['SupplyChain'],
2022-05-10,"✨ Our 2022 #TechVision report, all about the #metaverse. ✨

Find it here: https://t.co/Ttj531GHwx https://t.co/H1FROs6VQL",0,4,20,1,"['TechVision', 'metaverse']",✨✨
2022-05-10,Small and medium businesses present a massive untapped source of growth for software and platform companies. Here’s how enterprises can unlock that potential and help #SMBs across the globe thrive: https://t.co/vChZlNz4A2 https://t.co/sRcPqtTRL7,0,4,10,0,['SMBs'],
2022-05-09,Your technology is only as good as the skills of the workforce leveraging it. Here’s how High Tech organizations can develop their workforce to achieve #SupplyChain transformation: https://t.co/kt7B3ILMGL #FutureWorkforce https://t.co/zd0YtlnNaz,0,8,18,0,"['SupplyChain', 'FutureWorkforce']",
2022-05-09,Thousands of changing SKUs make warehouse fulfillment a tedious task—but a new generation of smarter robots are learning from humans and changing the game: https://t.co/LEcW4iNseH #RadicallyHuman https://t.co/J3JEKxzKCa,0,10,15,0,['RadicallyHuman'],
2022-05-06,"Streaming services provide a connection to consumers #media companies used to only dream of. Now, the evolution of consumer connection continues with ad funded #streaming models. https://t.co/L15kYTbxbG https://t.co/kxbWCdY8tq",0,5,10,0,"['media', 'streaming']",
2022-05-06,"A shift to local omnichannel fulfillment can help retailers control costs, better serve customers and stand out from the competition: https://t.co/NoHUEOBogS #supplychain https://t.co/BpCXpZoEYH",1,5,13,0,['supplychain'],
2022-05-05,"Hot take: It’s time to redesign “pretty much everything.”

🎙️ In this #BuiltforChange podcast, our very own @CottonMartha and @FjordMark explain why—and what that shift could mean for people and businesses. Listen to Episode 13 now. 👇",0,3,9,1,['BuiltforChange'],🎙👇
2022-05-05,Strategic sourcing can help #retailers address today's challenges—whether facing #supplychain disruptions or margin pressures. Here's how: https://t.co/EFSjXYrG9x https://t.co/rIdgeoetop,0,6,17,0,"['retailers', 'supplychain']",
2022-05-04,Together we are greater than ever. 💜 We’re honored to be ranked #1 on @DiversityInc’s Top 50 Companies for Diversity—our 16th consecutive year on the list. See how we create a culture of equality in our workplace https://t.co/6KYmIIiZWp #DITop50 https://t.co/iVycRqREGk,0,8,25,0,['DITop50'],💜
2022-05-03,"Our people are feeding the hungry, saving the coral reefs and so much more. Learn more about how we are making a difference and how you can join us: https://t.co/hZmzwXQ6wW #CareersAZ https://t.co/gj55RQi6J2",0,2,20,0,['CareersAZ'],
2022-05-02,"Consumers crave content, and they’ve never had so many choices. How can #media companies rethink the customer journey to meet shifting expectations? Find out in the debut issue of M&amp;E Spotlight: https://t.co/kZh3ZQFmme https://t.co/28cU5aIOq0",0,3,14,0,['media'],
2022-05-02,How is one healthcare company is combining human ingenuity and AI to create a superior drug discovery approach? Read their #RadicallyHuman story in the new book: https://t.co/I589XJ8cXr https://t.co/PgzvjqUpnq,0,1,11,0,['RadicallyHuman'],
2022-04-29,"Q: How can human-centric tech transform your business? 
A: Take a #RadicallyHuman approach.

Learn how in the new book by @pauldaugh and @hjameswilson: https://t.co/XTcb2pYrZt https://t.co/XTcb2pYrZt",0,3,14,0,['RadicallyHuman'],
2022-04-29,"From #GreenEnergy and clean water to electric vehicles and 3D printing, consumers are driving demand for new products from the #chemical industry. Can it deliver disruptive innovation? https://t.co/DKvqjwDJHI https://t.co/GuzICsosKw",0,4,12,0,"['GreenEnergy', 'chemical']",
2022-04-28,"🧠 It's time to rethink everything you think you know about the #metaverse. 

Our annual #TechVision report explores how it's transforming businesses now—and what's coming next: https://t.co/YC0XGjOHNt https://t.co/oIjCXVwUCT",0,7,19,0,"['metaverse', 'TechVision']",🧠
2022-04-28,"Can #energy providers transform to win over talent as they tackle #NetZero and digital transformation, with data skills in high demand? https://t.co/lcwfZPreRC https://t.co/RGgbS4uaC1",0,3,14,1,"['energy', 'NetZero']",
2022-04-28,…and now #10 on the UK #GPTW list…https://t.co/CSm62YMv56,1,2,16,0,['GPTW'],
2022-04-28,Thrilled that the UK is now 7th country where we've been named one of the Top 10 Great Places to Work. Check out the full #GPTW list ⬇️ https://t.co/jmYXfxQ279,0,1,6,0,['GPTW'],⬇
2022-04-28,We’re pleased to share that we were recognized as a Top 10 @GPTW_UK. Congratulations to our UK people: You are what makes Accenture a great place to work today—and every day. #GPTW,1,2,13,0,['GPTW'],
2022-04-27,"For decades, #chemical industry growth has outpaced GDP growth. But is the industry ready for trends that will require a range of innovative new products? https://t.co/Nn4SBHso7N https://t.co/Nn4SBHso7N",0,3,18,0,['chemical'],
2022-04-27,"""79% of global executives believe programming the physical environment will emerge as a competitive differentiation in their industry."" — @mcarrelb

Our Global Managing Director Marc Carrel met with the team in Ireland this morning to chat all things #TechVision.",0,3,10,0,['TechVision'],
2022-04-26,"#VisibilityMatters this #LDOV and every day, we celebrate the Pride community around the 🌎 and the courage it takes to live openly and authentically. Meet three inspiring women who reflect on visibility, allyship and authenticity. https://t.co/MpcCZz2WWE ‍🌈 🎉 #PrideAtAccenture https://t.co/VvYNAYmcno",1,6,15,0,"['VisibilityMatters', 'LDOV', 'PrideAtAccenture']",🌎🌈🎉
2022-04-25,"With the push to #NetZero, brands are gearing up for huge demand in greener, cleaner #energy products and services. Can providers bridge the gap? https://t.co/yzMxNwuAFv https://t.co/qVWSE71ewS",0,1,12,0,"['NetZero', 'energy']",
2022-04-25,"✨ 📙 It’s time to rethink everything you thought you knew about innovation and strategy. 

Out today: #RadicallyHuman, a new book by @pauldaugh and @hjameswilson on the new era of tech + human potential. Order it here: https://t.co/Tpb9Me2I6W https://t.co/iaJiTSsY8J",2,10,26,1,['RadicallyHuman'],✨📙
2022-04-22,"We believe in the power of making sustainability a priority, on #EarthDay and every day: https://t.co/GJuMDucSG8 https://t.co/n6vXQemaWb",1,10,22,3,['EarthDay'],
2022-04-22,"How can #travel companies embrace and drive sustainable change- empowering their customers, their people, and the planet? @united CEO Scott Kirby shared his thoughts in the new issue of our travel magazine: https://t.co/qTKTyuVDaI
#sustainability https://t.co/WHH1LLwTNQ",0,1,15,1,"['travel', 'sustainability']",
2022-04-21,"How can #travel companies embrace and drive sustainable change- empowering their customers, their people, and the planet? @united  CEO Scott Kirby shared his thoughts in the new issue of our travel magazine: https://t.co/Dnq85jcWbs
#sustainability https://t.co/RS3KLCRqeh",1,1,15,2,"['travel', 'sustainability']",
2022-04-19,"Welcome to the ""#Metaverse Continuum”, a spectrum of digitally enhanced worlds, realities and business models poised to revolutionize life and enterprise in the next decade. 

It's the focus of our #TechVision 2022 report: https://t.co/pqgpBPjPsH https://t.co/88F7IBBB2f",1,8,19,1,"['Metaverse', 'TechVision']",
2022-04-19,"Sustainably marketed products and services outperformed
their conventional counterparts. ♻️ 🌏 Here's how brands can prepare for the rise of values-driven consumption: https://t.co/2rk2vPf3kh #FjordTrends https://t.co/lnJ1EhjPZy",0,1,19,0,['FjordTrends'],♻🌏
2022-04-18,What is responsible #travel? And how can the travel industry become more sustainable—before it’s too late? Find out in the latest issue of our travel magazine: #sustainability https://t.co/RNNYBRRvXU https://t.co/3x0MoH7rs8,0,4,18,2,"['travel', 'sustainability']",
2022-04-18,"The new era of technology will be #RadicallyHuman. 

Learn how a human-centric approach to technology can transform your business. Preorder here: https://t.co/HO7pEYHQlF https://t.co/HO7pEYHQlF",0,1,9,0,['RadicallyHuman'],
2022-04-15,"RT @cxotalk: #CXOTalk is LIVE
Today's Topic: Technology Strategy 2023
It's 1 pm ET / 10 am PT, Fri. 15 April 2022
https://t.co/OSqgdD6SFm…",0,6,0,0,['CXOTalk'],
2022-04-15,"From collaboration to innovation, the #cloud can help your teams do even more. https://t.co/X3fWKxNSvb https://t.co/DTmK5tCaBk",1,4,27,0,['cloud'],
2022-04-13,"""I realized when I'm kinder to myself, I feel more energy, I feel less exhausted, and I feel more courage to do more things.""

Hear more about the importance of mental health from Olympian @Aly_Raisman in our latest #ChangeConversations podcast:",0,3,16,1,['ChangeConversations'],
2022-04-13,We believe that businesses not only can be but need to be a force for good in the world. We are honored to be recognized again by @ethisphere as one of the #WorldsMostEthicalCompanies. https://t.co/hEvSzIKPIT https://t.co/9iLe7vNJZZ,1,3,24,0,['WorldsMostEthicalCompanies'],
2022-04-11,"Welcome to the ""#Metaverse Continuum”, a spectrum of digitally enhanced worlds, realities and business models poised to revolutionize life and enterprise in the next decade. 

It's the focus of our #TechVision 2022 report: https://t.co/kJrZSsGSgP https://t.co/PZuZX6U8NL",0,8,19,1,"['Metaverse', 'TechVision']",
2022-04-11,"…we also placed #3 on Argentina’s #GPTW list… 
https://t.co/CZs5QHuqPx",1,3,9,0,['GPTW'],
2022-04-11,"It's worth knowing that part of what determines #GPTW award rankings is the result of surveys completed by our own people. That makes this award and ranking all the more valuable and important to us all

So, together, let's celebrate being a Top Ten Great Place to Work in...",1,0,5,0,['GPTW'],
2022-04-11,"Today, we’re proud to share our Top 10 Great Place to Work in six countries (and counting!). This achievement is thanks to every single one of you, who—together—make Accenture a great place to work every day.

⬇️⬇️ Here's a look at where we’ve been named a #GPTW ⬇️⬇️",4,18,111,5,['GPTW'],⬇⬇⬇⬇
2022-04-08,"Future generations will not be swayed by #compensation alone; they also need purpose, autonomy, independence and #innovation. Here's how these realities impact the mining and metals industries: https://t.co/8wdwWAbp44 #FutureWorkforce https://t.co/2aeUr2NAg6",1,3,24,0,"['compensation', 'innovation', 'FutureWorkforce']",
2022-04-07,"RT @JimmyEtheredge: Fortitude and wisdom. #Olympic gymnast, #mentalhealth advocate and author @Aly_Raisman  has that in spades. Thanks Aly…",0,3,0,0,"['Olympic', 'mentalhealth']",
2022-04-07,"The 4️⃣ key trends driving the #Metaverse Continuum that every leader needs to know.

Find them in #TechVision 2022: Meet Me in the Metaverse ➡️ https://t.co/Fl677dZjii https://t.co/Gt0LAtVF5j",1,7,15,3,"['Metaverse', 'TechVision']",➡
2022-04-06,"Human ingenuity + emerging technologies = a new era of transformation.

Make your approach to technology #RadicallyHuman to gain the competitive edge for your business. Preorder Radically Human here: https://t.co/7sQKqNLn45 https://t.co/7sQKqNLn45",0,5,16,0,['RadicallyHuman'],
2022-04-06,Adapting to the realities of #ClimateChange is just one of the new skillsets that mining and metals companies will need to hire for in the next decade. Learn more: https://t.co/6u7yx5y0GW  #FutureWorkforce https://t.co/n3EW1gWpm7,1,2,16,0,"['ClimateChange', 'FutureWorkforce']",
2022-04-05,"As technology plays a larger role in care, apps like Careology—which helps give cancer patients more control of their experience—can affect how people feel about the treatment and support they get.  

In #FjordTrends 2022 we explore this shift: https://t.co/1st6o3PPQa https://t.co/5A4xodHf1F",0,2,11,2,['FjordTrends'],
2022-04-05,Which of these powerful forces will have the most impact on shaping #futureworkforce requirements for mining and metals companies?,1,0,10,0,['futureworkforce'],
2022-04-04,#Sustainability and diversity are just the first steps towards attracting #talent in mining and metals. Here’s what this means for the #FutureWorkforce: https://t.co/quZ9r1lrbP https://t.co/quZ9r1lrbP,0,1,19,0,"['Sustainability', 'talent', 'FutureWorkforce']",
2022-04-04,"From collaboration to innovation, the #cloud can help your teams do even more. https://t.co/37fEJO14Mz https://t.co/47XpZrAJek",1,9,30,0,['cloud'],
2022-04-01,"Welcome to the ""#Metaverse Continuum”, a spectrum of digitally enhanced worlds, realities and business models poised to revolutionize life and enterprise in the next decade. 

It's the focus of our #TechVision 2022 report: https://t.co/eZNS1VEIqB https://t.co/dswWz1F1rW",0,5,16,1,"['Metaverse', 'TechVision']",
2022-04-01,"Neurodiversity is a superpower. 🙌

In recognition of #WorldAutismAwarenessDay, three colleagues share their thoughts on autism acceptance at work and in their communities: https://t.co/QLg60IbFze https://t.co/QLg60IbFze",0,8,20,0,['WorldAutismAwarenessDay'],🙌
2022-03-31,.@TheBeckBailey shares why #VisibilityMatters this #TDoV and how we're supporting trans and non-binary people. https://t.co/Eo0ZdbOkOr https://t.co/8zzDK6kVjA,2,13,39,2,"['VisibilityMatters', 'TDoV']",
2022-03-29,The #metaverse is becoming less about fantasy 🦄 and more about spending time with people in a virtual space. See how brands are integrating: https://t.co/SWCMC4ZeQO #FjordTrends https://t.co/LdjQhyBJNK,0,4,32,2,"['metaverse', 'FjordTrends']",🦄
2022-03-28,"Your business has dreams. ☁️✨

Bring them to life with our #CloudFirst solutions. Take the world by #cloud. https://t.co/V4ODSn3Cpy https://t.co/c32x18gshw",0,4,28,0,"['CloudFirst', 'cloud']",☁✨
2022-03-28,"RT @pauldaugh: Our @Accenture #TechVision, as summarized in The Economic Times.  I like it. https://t.co/m508GbZMJK",0,20,0,0,['TechVision'],
2022-03-28,"We’ve reached a new era of transformation. One where even in a future of AI, people—not algorithms—will be the reason most companies succeed.

Preorder the #RadicallyHuman book to find out more: https://t.co/TEIvYLk1Pu https://t.co/JrBl8cL1rQ",0,3,22,0,['RadicallyHuman'],
2022-03-25,"🧠 It's time to rethink everything you think you know about the #metaverse. 

Our annual #TechVision report explores how it's transforming businesses now—and what's coming next: https://t.co/hs5bsOeiPG https://t.co/IFvA3hHOBp",1,4,25,0,"['metaverse', 'TechVision']",🧠
2022-03-24,63% of CEOs say that difficulty measuring #ESG data is a barrier to achieving #sustainability. Find out how to set targets and build a clear plan. https://t.co/76gDmHbLbC https://t.co/zedvuF7IjE,1,3,18,1,"['ESG', 'sustainability']",
2022-03-23,"Ready or not, the #metaverse is here. The question now is: Are you missing out? 🤔

Strap in and let @pauldaugh run you through all the ways the latest technology will transform business as we know it. #TechVision",0,7,27,1,"['metaverse', 'TechVision']",🤔
2022-03-22,"The new era of technology will be #RadicallyHuman. 

Learn how a human-centric approach to technology can transform your business. Preorder here: https://t.co/imCG1RN1l6 https://t.co/imCG1RN1l6",1,4,25,0,['RadicallyHuman'],
2022-03-21,"RT @JulieSweet: Congrats to @CatalystInc on celebrating 60 years, and to the #2022CatalystAwards winners. @BostonSci, @Enbridge &amp; @Parexel…",0,10,0,0,['2022CatalystAwards'],
2022-03-21,"Today, we join together worldwide to observe the International Day to Eliminate Racial Discrimination, but our efforts toward racial and ethnic equality continue tomorrow—and every day after: https://t.co/RAQiaIotYv #IDERD #LetThereBeChange https://t.co/ZwrZoW5gyu",3,9,25,0,"['IDERD', 'LetThereBeChange']",
2022-03-18,"The #metaverse is generating hype, excitement, confusion and skepticism—and many organizations are taking a ""wait and see"" approach. But, says our Paul Daugherty, you procrastinate at your own peril: https://t.co/fT0isrcs7I https://t.co/fT0isrcs7I",1,11,37,4,['metaverse'],
2022-03-17,RT @rekha_m_menon: Our annual #TechVision highlights trends that are transforming the industry and reshaping business models. @pauldaugh @A…,0,12,0,0,['TechVision'],
2022-03-17,"💚🌍♻️ Is your company on track to meet net-zero targets? If not, here's how you can create a strategy for #sustainable value. https://t.co/b2QUTJQqfU https://t.co/aC10ZLS55C",2,3,21,0,['sustainable'],💚🌍♻
2022-03-16,"✨ Out now: our 2022 #TechVision report, all about the #metaverse. ✨

Find it here: https://t.co/HaBAzOLEQb https://t.co/Ldj1s8xjmi",15,65,203,16,"['TechVision', 'metaverse']",✨✨
2022-03-16,RT @pauldaugh: Excited to share #TechVision 2022: Meet Me in the Metaverse. We present a very different view - the Metaverse Continuum – th…,0,57,0,0,['TechVision'],
2022-03-14,"🧠 2,000 creatives around the world 
🔮 90 core insights on what's ahead
💡 5 key trends all businesses need to know

#FjordTrends 2022 is here: https://t.co/cQqrKuFV3T https://t.co/vorAD8EL7J",1,5,40,0,['FjordTrends'],🧠🔮💡
2022-03-11,✨ Our annual #TechVision trends report arrives next week. Sign up to be one of the first to get it in your inbox: https://t.co/bfmA6quA2G https://t.co/pMHac847ph,2,12,42,0,['TechVision'],✨
2022-03-10,"Dr. Isi Idemundia — an #AWS Architect, teacher and mother.  Read her incredible story + learn how you can work like Dr. Isi: https://t.co/aXTHgHWM7E #CareersAZ https://t.co/lxn99l63Sr",1,10,28,0,"['AWS', 'CareersAZ']",
2022-03-08,"How can we drive more inclusion and opportunities for women—and, by extension, accelerate equality for all? Our research identifies key steps to help drive better belonging for all: https://t.co/TcAtR8XDaX #IWD2022 https://t.co/DodqxLTtJr",3,26,49,2,['IWD2022'],
2022-03-03,"How can companies think differently about the Metaverse, 5G and Edge to drive new growth? 🤔 
 
Tune in to watch the replay of our #MWC22 LinkedIn live and find out: https://t.co/56xrjFob9i https://t.co/hxzbOdfReq",4,11,40,0,['MWC22'],🤔
2022-03-02,Maintaining and growing consumer trust is 🔑 in the mobile payments world. Tune in to watch the replay of our #MWC22 LinkedIn live: https://t.co/gujVoC0xfY https://t.co/SEGCWW1ETz,2,4,29,0,['MWC22'],🔑
2022-03-01,"RT @brianjsmyth: Enter the Metaverse with @Accenture at #mwc22! Great to meet clients, partners and media to discuss the evolution of the i…",0,11,0,0,['mwc22'],
2022-02-28,How can we design the future of multimodal travel with #sustainability at its core? Tune into this replay from day one of #MWC22 to find out: https://t.co/1Ypf1Uia0p https://t.co/vAyNUSjmli,1,6,20,0,"['sustainability', 'MWC22']",
2022-02-28,"#MWC22 is officially underway! Our agenda is packed with sessions that will deliver direct insights for industries like manufacturing, mobility, fintech and more. 

Here's what we have planned for the week: https://t.co/liKNcD6syq https://t.co/9uodhC7t0b",0,5,30,1,['MWC22'],
2022-02-28,We’re going live at #MWC22! Join us for a discussion on consumer payment platforms and the critical role consumer trust plays when creating new offerings in the digital services landscape. https://t.co/HQO8PZl5cx #MobilePayments https://t.co/Wtt9f9sGoP,0,7,29,0,"['MWC22', 'MobilePayments']",
2022-02-28,"RT @MWCHub: Don't miss key sessions with @Accenture, @ServiceNow &amp; @tecnotree on 1 March at #MWC22!

Key topics include:
- Delivering unmat…",0,4,0,0,['MWC22'],
2022-02-23,🧬 Operating sustainably and equitably is not an option—it’s a business imperative. Build #sustainability into the DNA of your organization to shape change. 🧬 https://t.co/jd1Z9Lze4M https://t.co/la4raDlkWP,0,9,17,0,['sustainability'],🧬🧬
2022-02-23,"Our most important message to our people? You matter. 💜

This #WellnessWednesday, we're prioritizing our employees taking care of themselves and supporting them in whatever ways they need.

What are you doing to take care of yourself today? 🤔
https://t.co/Q1L9or225B",1,4,24,0,['WellnessWednesday'],💜🤔
2022-02-23,"With our #CloudFirst solutions, you get to value faster. ✨

☁️ What will you uncover with the #cloud? https://t.co/SRgTeMF0Nu https://t.co/IMhKutn1Di",0,5,33,0,"['CloudFirst', 'cloud']",✨☁
2022-02-23,"✅ Smooth user experience 
✅ Ethical, sustainable products
✅ Trust in the company
✅ One-click transactions

This year's #FjordTrends reveals the factors influencing customer purchasing decisions—and what companies should do to adapt. https://t.co/7azNLsSpWf https://t.co/h0oTkWueDi",0,2,17,0,['FjordTrends'],✅✅✅✅
2022-02-22,"🗓️ Save the date—we’re going live at #MWC22. RSVP to join our discussion on how telcos can think differently about the #Metaverse, #5G and Edge to drive growth. https://t.co/aZVgFAZzch https://t.co/J9Miv43kd0",0,2,17,1,"['MWC22', 'Metaverse', '5G']",🗓
2022-02-22,"It's time to bring race and many other topics considered “inappropriate for work"" into our everyday conversations. Our CHRO @EllynJShook1 shares 5 key takeaways from a #BlackHistoryMonth discussion: https://t.co/Ul588hrrlS",0,5,22,1,['BlackHistoryMonth'],
2022-02-22,Our incredible people follow their purpose to make a lasting impact. Find your next career opportunity and explore our stories of change from A to Z. https://t.co/uBRcCdvIBI #CareersAZ,0,3,17,0,['CareersAZ'],
2022-02-22,"Someone on every. single. call. today: “So, do you know what the date is?”

#Twosday",2,8,66,0,['Twosday'],
2022-02-21,RT @vkdesai: Solid #cyber &amp; #cyberintelligence related #insight on the #Russia #Ukraine conflict from one of the best - fmr FBI Dep Dir Mar…,0,7,0,0,"['cyber', 'cyberintelligence', 'insight', 'Russia', 'Ukraine']",
2022-02-21,"Join us on Wednesday for the official launch of @TheCirculars_22 and hear from innovators like @algramo_cl who recently raised $8.5m for their innovation that drastically reduces packaging waste.

Register for free here: https://t.co/Zcd8ISIMzd
@WEFUpLink #CircularEconomy https://t.co/I6hXOLmu1m",0,6,26,2,['CircularEconomy'],
2022-02-18,See opportunities and create value. Explore careers with us: https://t.co/AxJpZs0WDv #LetThereBeChange https://t.co/dsNrBYqWj9,0,5,25,0,['LetThereBeChange'],
2022-02-18,Our incredible people follow their purpose to make a lasting impact. Find your next career opportunity and explore our stories of change from A to Z. https://t.co/FObz3jYwlJ #CareersAZ,0,3,13,0,['CareersAZ'],
2022-02-18,"By better managing people’s everyday work experiences, leaders can go beyond inclusion and make every person feel like they truly belong. Here’s how. #BetterToBelong https://t.co/u4fYpPYqJo https://t.co/yeIFuPvUJU",0,1,10,0,['BetterToBelong'],
2022-02-17,"RT @KathrynPRoss1: #BlackFounders STILL receive just 1% of VC funding.

Our latest report analyzes why this disparity exists, how we can fi…",0,9,0,0,['BlackFounders'],
2022-02-17,Our new report with United Nations @GlobalCompact looks at how business leaders can accelerate their transition to sustainable business models. https://t.co/tBWtlARZlK #sustainableleadership https://t.co/RFxXLoUgKt,0,2,17,0,['sustainableleadership'],
2022-02-17,"Sometimes we're confronted by unexpected challenges that leave us feeling alone.

Kindness helps us manage in difficult times. Small or large, each act of kindness has far larger impact than we can imagine.

Be kind. Pass it on. #RandomActsofKindnessDay https://t.co/eQn6fBU2qG https://t.co/xwkDNkwXhs",1,8,35,2,['RandomActsofKindnessDay'],
2022-02-17,"Responsible values ➡ Sustainable outcomes
Rise to the challenge and make a lasting positive impact for people, society and the environment. https://t.co/LGEyQNz5kl #Sustainability https://t.co/wZGgfWIK1S",0,5,11,0,['Sustainability'],➡
2022-02-17,What’s beyond #cloud migration? A continuum of opportunities and innovation. Learn more: https://t.co/pY56V5QO34 https://t.co/pY56V5QO34,2,5,14,0,['cloud'],
2022-02-16,RT @JimmyEtheredge: #BlackFounders have been overlooked for too long and deserve VC funding. Here’s an example of how the @Accenture Black…,0,5,0,0,['BlackFounders'],
2022-02-16,"If you want better #Cybersecurity outcomes, find out what it takes to be a Cyber Champion. Read the latest annual report. https://t.co/Tr2qsqG9bc #CyberResilience https://t.co/gQIITllbc7",0,4,10,0,"['Cybersecurity', 'CyberResilience']",
2022-02-16,"Virtual clinical trials are reimagining how drugs are brought to market—and catapulting science ahead much faster. The ""New Science"" episode of our #BuiltForChange podcast 🎧 has more: https://t.co/ltcr9SQmWR https://t.co/59IHgHFf0L",0,6,19,1,['BuiltForChange'],🎧
